RIPID,B1,B2,B3,B4,B5,B6,B7,evi,mndwi,ndvi,ndwi
9,295.5833333,331.25,513.8333333,470.25,1858,1265.583333,766.0833333,1.916746607,-0.259302569,0.777397767,-0.472626764
4,659.5555556,706.7777778,841.4444444,829.1111111,2318.333333,1798.444444,1138.444444,1.932169201,-0.35333042,0.758699126,-0.46768166
15,261.2727273,326.8181818,478.3636364,436.1818182,2158.727273,1590.909091,927,1.96722015,-0.41995178,0.736893681,-0.565391286
14,693.5,797.8333333,1059.916667,1412.25,2952.416667,3707.666667,2981.416667,1.047017871,-0.490484402,0.47196423,-0.384009066
21,222.8333333,268.3333333,414.9166667,343.3333333,1860.416667,1140.583333,598.3333333,3.013150684,-0.311000826,0.808991328,-0.563449189
22,215.1,259.8,426.9,332.4,2195.9,1154.6,583.7,2.151203484,-0.379652783,0.81681366,-0.6081716
23,255.3636364,313.9090909,478,412.2727273,2403.363636,1613.454545,868,1.977799409,-0.503623074,0.80086876,-0.588857196
30,262.2727273,311.9090909,495.7272727,434.5454545,2167.454545,1468.454545,837.9090909,2.119959803,-0.389978726,0.763110323,-0.574712157
36,308.9,360.9,569.9,525.1,2797.8,1848.6,1051.9,1.858044019,-0.491084835,0.772008604,-0.584836698
35,384.3333333,445.75,658.9166667,755.3333333,2278.25,2290.583333,1519.083333,1.492620068,-0.513161217,0.612488762,-0.540283663
34,286.5,332.4,516.2,464.1,2082.1,1574,900.3,1.722107182,-0.461070392,0.705650061,-0.558405143
29,234.1,273.9,419.7,348.8,2033.7,1110,555.5,2.136144724,-0.377266353,0.807866281,-0.590366119
28,240,281.8181818,426.5454545,355.9090909,2063.454545,1181.727273,606.2727273,2.124866263,-0.389219032,0.798166931,-0.59208288
40,410.5454545,470.9090909,677.7272727,720.0909091,2470.272727,2336.727273,1442.272727,1.418756495,-0.522835314,0.588417644,-0.535138526
39,260.3,303.5,462.9,397,2289,1309.7,665.9,2.131160744,-0.434107855,0.814681703,-0.583628452
26,408.3636364,472.7272727,676.9090909,754.0909091,2550.636364,2354.272727,1572.636364,1.628753926,-0.491100566,0.639727723,-0.515171596
27,358.3333333,413.75,573.6666667,613.3333333,2131.083333,1797.083333,1104.166667,1.706326861,-0.438812782,0.685644165,-0.508297799
20,208.3,250.7,393.1,307.4,1946.9,1023.8,514.4,4.020012269,-0.240095863,0.881219369,-0.579981947
13,624.6363636,731.0909091,931.0909091,1166.636364,2784.909091,3266.454545,2329.727273,1.297145784,-0.435678802,0.540501356,-0.401983632
12,239.8333333,292.1666667,442.0833333,365.75,2071.833333,1043.25,566.3333333,2.200299401,-0.28943643,0.82447881,-0.556787312
19,409,500.3333333,644.9166667,707.0833333,2310.833333,1891.25,1201.583333,1.800112354,-0.415772835,0.645528659,-0.473357784
18,255.4615385,307.0769231,455.2307692,397.7692308,1994.615385,1196.384615,673.2307692,2.068917051,-0.365776777,0.76391867,-0.582846499
17,284.3636364,329.4545455,526.1818182,457.7272727,2013,1258.818182,739.1818182,2.037597449,-0.389765409,0.777879281,-0.583894399
33,299.3333333,355.4166667,532.3333333,501.8333333,2443.666667,1575.166667,899.25,1.839267283,-0.447943812,0.732940207,-0.594933018
10,309.7272727,351.1818182,501.4545455,413.5454545,2010.909091,976.6363636,517.4545455,2.386490443,-0.260921986,0.856861857,-0.572129437
5,254.0833333,304.8333333,463.0833333,393.5,2214.833333,1358,719.8333333,2.140861824,-0.452875532,0.807574848,-0.596671
